latitude;longitude;depth
56.12854144;9.95403514;0.288
56.12854168;9.95403518;0.0
56.12854169;9.95403518;0.288
56.1285417;9.9540352;0.0
56.12854174;9.95403524;0.295
56.12854175;9.95403523;0.288
56.12854181;9.95403521;0.288
56.12854187;9.95403523;0.3
56.12854193;9.95403528;0.338
56.12854194;9.95403524;0.404
56.12854193;9.95403525;0.0
56.12854192;9.95403525;0.55
56.12854188;9.95403522;0.626
56.12854171;9.9540352;0.704
56.12854168;9.95403521;0.796
56.12854161;9.95403517;0.0
56.12854152;9.95403506;0.0
56.12854147;9.954035;0.0
56.12854151;9.95403493;0.0
56.12854149;9.95403494;0.0
56.12854141;9.95403496;0.0
56.12854132;9.95403489;0.0
56.12854122;9.95403474;0.0
56.12854108;9.9540345;0.0
56.1285409;9.95403424;0.0
56.12854071;9.95403387;0.0
56.12854067;9.95403344;0.0
56.12854039;9.95403286;0.0
56.12854;9.95403215;0.0
56.12853961;9.95403144;0.0
56.1285392;9.95403068;0.0
56.12853874;9.95402987;0.0
56.12853823;9.954029;0.0
56.12853771;9.95402816;0.0
56.1285371;9.95402726;0.0
56.12853636;9.9540264;0.0
56.12853571;9.95402535;0.0
56.1285351;9.95402431;0.0
56.12853447;9.95402315;0.0
56.12853391;9.95402185;0.0
56.12853327;9.95402067;0.0
56.12853263;9.9540195;0.0
56.12853189;9.95401819;0.0
56.12853118;9.95401688;0.0
56.12853038;9.95401551;0.0
56.1285296;9.95401418;0.0
56.12852875;9.95401276;0.0
56.12852792;9.95401137;0.0
56.12852682;9.95400979;0.0
56.12852594;9.95400831;0.0
56.12852502;9.95400669;0.0
56.12852413;9.95400515;0.0
56.12852309;9.95400346;0.0
56.12852219;9.95400195;0.0
56.12852127;9.95400035;0.0
56.12852038;9.95399881;0.0
56.12851943;9.95399723;0.0
56.12851853;9.95399564;0.0
56.12851758;9.95399392;0.0
56.12851668;9.9539923;0.0
56.12851578;9.95399051;0.0
56.12851487;9.95398894;0.0
56.12851389;9.95398734;0.0
56.12851295;9.95398577;0.0
56.12851195;9.95398402;0.0
56.12851094;9.95398236;0.0
56.12850993;9.95398061;0.0
56.12850896;9.95397889;0.0
56.12850793;9.95397699;0.0
56.12850689;9.95397495;0.0
56.12850577;9.95397296;0.0
56.1285047;9.95397109;0.0
56.12850356;9.95396916;0.0
56.12850231;9.95396715;0.0
56.12850122;9.95396526;0.0
56.12850018;9.95396344;0.0
56.12849907;9.95396149;0.0
56.1284981;9.95395978;0.0
56.12849699;9.95395785;0.0
56.12849594;9.95395603;0.0
56.12849485;9.95395412;0.0
56.12849379;9.95395229;0.0
56.1284927;9.95395024;0.0
56.12849162;9.95394839;0.0
56.12849049;9.95394644;0.0
56.12848939;9.95394457;0.0
56.12848806;9.95394243;0.0
56.12848691;9.95394052;0.0
56.12848571;9.95393851;0.0
56.12848459;9.9539366;0.0
56.12848338;9.95393446;0.0
56.12848229;9.95393261;0.0
56.12848115;9.95393075;0.0
56.12848007;9.95392898;0.0
56.12847899;9.95392735;0.0
56.12847788;9.9539255;0.0
56.12847666;9.95392343;0.0
56.12847549;9.95392147;0.0
56.12847427;9.95391942;0.0
56.12847303;9.95391736;0.0
56.12847185;9.95391529;0.0
56.12847071;9.9539133;0.0
56.12846951;9.95391124;0.0
56.12846843;9.95390932;0.0
56.1284674;9.95390766;0.0
56.12846659;9.95390634;0.0
56.12846596;9.95390527;0.0
56.12846549;9.95390472;0.0
56.12846514;9.95390417;0.0
56.12846492;9.95390376;0.0
56.12846482;9.95390339;0.0
56.12846514;9.95390323;0.0
56.12846515;9.95390302;0.0
56.12846515;9.95390281;0.0
56.12846507;9.95390253;0.0
56.12846497;9.95390233;0.0
56.12846471;9.95390225;0.0
56.12846461;9.95390213;0.0
56.12846454;9.95390196;0.0
56.12846448;9.95390192;0.0
56.1284643;9.95390209;0.0
56.12846431;9.95390228;0.0
56.12846441;9.95390256;0.0
56.1284645;9.95390286;0.0
56.12846456;9.95390341;0.0
56.12846464;9.95390373;0.0
56.12846478;9.953904;0.0
56.12846487;9.95390425;0.0
56.12846479;9.95390451;1.157
56.12846486;9.9539047;1.09
56.12846505;9.95390484;1.014
56.12846523;9.95390495;0.966
56.12846542;9.95390509;0.939
56.12846582;9.95390534;0.914
56.128466;9.95390546;0.895
56.12846612;9.95390552;0.869
56.12846616;9.95390553;0.865
56.12846624;9.95390557;0.85
56.12846628;9.9539056;0.821
56.12846631;9.95390564;0.85
56.12846636;9.95390568;0.808
56.12846642;9.95390576;0.869
56.12846637;9.95390568;0.0
56.12846631;9.95390559;0.788
56.12846625;9.95390546;0.785
56.12846592;9.95390502;0.783
56.12846583;9.95390489;0.81
56.12846576;9.95390476;0.802
56.12846569;9.95390465;0.817
56.12846562;9.95390455;0.796
56.12846542;9.95390444;0.794
56.12846536;9.95390433;0.796
56.12846533;9.9539042;0.801
56.1284653;9.9539041;0.788
56.12846519;9.95390392;0.788
56.12846516;9.95390384;0.804
56.12846516;9.95390377;0.0
56.12846517;9.95390368;0.795
56.12846517;9.95390346;0.8
56.12846518;9.95390334;0.79
56.12846517;9.95390323;0.794
56.12846515;9.95390316;0.814
56.12846499;9.95390305;0.832
56.12846493;9.953903;0.834
56.12846486;9.95390292;0.831
56.12846481;9.95390286;0.81
56.12846478;9.95390281;0.788
56.1284647;9.9539027;0.781
56.12846466;9.95390261;0.787
56.12846463;9.95390254;0.785
56.12846463;9.95390249;0.787
56.12846463;9.95390241;0.783
56.1284646;9.95390241;0.802
56.12846457;9.95390238;0.805
56.12846457;9.95390232;0.841
56.12846457;9.95390222;0.809
56.12846453;9.95390219;0.797
56.12846451;9.95390217;0.86
56.12846453;9.95390217;0.834
56.1284645;9.95390224;0.855
56.12846451;9.95390232;0.897
56.12846452;9.95390239;0.92
56.12846452;9.95390243;0.942
56.12846454;9.95390245;0.966
56.12846451;9.95390239;0.991
56.12846452;9.95390238;1.018
56.12846448;9.95390238;1.046
56.12846446;9.95390232;1.076
56.12846443;9.95390195;1.105
56.12846441;9.95390185;1.14
56.12846432;9.95390181;1.174
56.12846424;9.95390183;1.199
56.12846417;9.95390209;1.225
56.1284641;9.95390219;0.0
56.12846399;9.95390228;0.0
56.12846389;9.95390232;0.0
56.12846375;9.95390226;0.0
56.12846366;9.95390224;0.0
56.12846356;9.95390224;0.0
56.12846345;9.95390219;0.0
56.12846331;9.95390206;0.0
56.12846313;9.95390188;0.0
56.12846299;9.95390175;0.0
56.12846278;9.95390153;0.0
56.12846248;9.95390117;0.0
56.12846218;9.95390098;0.0
56.12846192;9.9539006;0.0
56.12846165;9.9539002;0.0
56.12846134;9.95389975;0.0
56.12846118;9.95389952;0.0
56.12846083;9.95389901;0.0
56.12846049;9.95389849;0.0
56.12846012;9.95389788;0.0
56.12845995;9.9538974;0.0
56.1284596;9.95389667;0.0
56.12845923;9.95389593;0.0
56.12845879;9.95389511;0.0
56.12845834;9.95389431;0.0
56.12845774;9.95389345;0.0
56.12845722;9.95389261;0.0
56.12845667;9.95389172;0.0
56.12845611;9.95389083;0.0
56.12845549;9.95389003;0.0
56.12845489;9.95388903;0.0
56.12845423;9.95388787;0.0
56.1284536;9.95388673;0.0
56.12845295;9.95388549;0.0
56.12845234;9.95388429;0.0
56.12845171;9.95388302;0.0
56.1284511;9.95388179;0.0
56.12845052;9.9538805;0.0
56.12844983;9.95387922;0.0
56.12844904;9.95387787;0.0
56.12844827;9.95387658;0.0
56.12844747;9.9538752;0.0
56.1284466;9.95387382;0.0
56.12844576;9.95387247;0.0
56.12844496;9.95387116;0.0
56.12844412;9.95386976;0.0
56.12844334;9.95386842;0.0
56.12844249;9.95386693;0.0
56.12844167;9.95386547;0.0
56.12844079;9.9538639;0.0
56.12844;9.95386241;0.0
56.12843911;9.95386072;0.0
56.12843822;9.95385907;0.0
56.1284372;9.95385732;0.0
56.12843627;9.95385556;0.0
56.12843533;9.95385376;0.0
56.1284344;9.95385201;0.0
56.12843336;9.95385014;0.0
56.12843236;9.9538483;0.0
56.12843115;9.95384613;0.0
56.12843014;9.95384423;0.0
56.12842909;9.95384225;0.0
56.12842808;9.95384038;0.0
56.128427;9.95383839;0.0
56.12842598;9.95383658;0.0
56.12842493;9.9538347;0.0
56.1284239;9.9538329;0.0
56.12842274;9.95383095;0.0
56.12842167;9.95382909;0.0
56.12842054;9.95382711;0.0
56.12841947;9.95382522;0.0
56.12841824;9.9538231;0.0
56.12841715;9.95382121;0.0
56.12841602;9.95381921;0.0
56.12841496;9.95381731;0.0
56.12841391;9.95381534;0.0
56.12841295;9.95381355;0.0
56.12841188;9.9538116;0.0
56.12841087;9.95380973;0.0
56.1284098;9.95380775;0.0
56.1284088;9.95380598;0.0
56.12840783;9.95380413;0.0
56.12840689;9.95380241;0.0
56.12840588;9.95380064;0.0
56.12840494;9.953799;0.0
56.12840402;9.95379738;0.0
56.12840325;9.95379607;0.0
56.1284026;9.953795;0.0
56.12840212;9.95379429;0.0
56.1284017;9.95379358;0.0
56.12840141;9.95379313;0.0
56.1284012;9.95379285;0.0
56.12840104;9.95379269;0.0
56.1284008;9.95379291;0.0
56.12840067;9.95379275;0.0
56.12840054;9.95379247;0.0
56.12840044;9.95379221;0.0
56.12840046;9.95379171;0.0
56.12840043;9.95379149;0.66
56.12840039;9.95379134;0.595
56.12840038;9.95379131;0.517
56.12840039;9.95379166;0.447
56.12840044;9.95379185;0.382
56.12840054;9.9537921;0.358
56.1284006;9.95379227;0.337
56.12840057;9.95379219;0.31
56.12840052;9.95379225;0.292
56.12840046;9.95379243;0.29
56.12840042;9.95379252;0.29
56.1284004;9.9537925;0.355
56.12840039;9.9537925;0.317
56.12840037;9.95379244;0.295
56.12840034;9.95379236;0.307
56.12840025;9.95379226;0.308
56.12840006;9.95379219;0.33
56.12840002;9.95379209;0.322
56.12839999;9.95379197;0.36
56.12839997;9.95379183;0.362
56.12839989;9.95379176;0.351
56.12839983;9.95379167;0.355
56.12839979;9.9537916;0.373
56.12839978;9.95379153;0.381
56.12839965;9.95379155;0.381
56.12839965;9.9537915;0.375
56.12839965;9.95379145;0.343
56.12839964;9.95379138;0.337
56.12839962;9.95379135;0.38
56.12839946;9.95379136;0.344
56.12839941;9.95379137;0.348
56.12839937;9.95379138;0.376
56.12839934;9.9537914;0.37
56.12839935;9.95379147;0.446
56.12839934;9.95379154;0.349
56.12839935;9.95379159;0.352
56.1283994;9.95379165;0.344
56.12839964;9.95379177;0.348
56.12839975;9.95379185;0.346
56.12839988;9.95379195;0.348
56.12839998;9.95379202;0.366
56.1284001;9.95379212;0.356
56.12840018;9.95379215;0.351
56.12840029;9.95379218;0.339
56.12840037;9.9537922;0.34
56.1284004;9.95379219;0.349
56.12840038;9.95379215;0.372
56.12840042;9.95379203;0.408
56.12840046;9.95379191;0.438
56.12840047;9.95379182;0.499
56.12840032;9.95379154;0.553
56.12840036;9.95379141;0.609
56.12840038;9.95379133;0.671
56.12840041;9.95379135;0.724
56.12840044;9.95379135;0.834
56.12840046;9.9537913;0.891
56.12840046;9.95379129;0.0
56.12840043;9.95379137;0.0
56.1284002;9.95379117;0.0
56.12840012;9.95379111;0.0
56.12840005;9.95379116;0.0
56.12840003;9.9537914;0.0
56.12839994;9.95379167;0.0
56.12839967;9.95379211;0.0
56.12839946;9.95379247;0.0
56.12839921;9.95379294;0.0
56.12839892;9.95379344;0.0
56.12839848;9.95379403;0.0
56.1283981;9.95379465;0.0
56.12839769;9.95379539;0.0
56.12839727;9.95379618;0.0
56.12839685;9.9537971;0.0
56.12839635;9.95379802;0.0
56.12839576;9.95379905;0.0
56.12839515;9.95380013;0.0
56.12839442;9.95380138;0.0
56.12839367;9.95380265;0.0
56.12839283;9.95380407;0.0
56.12839199;9.95380552;0.0
56.12839106;9.95380715;0.0
56.1283901;9.95380881;0.0
56.12838909;9.95381063;0.0
56.12838808;9.95381242;0.0
56.12838698;9.95381435;0.0
56.1283859;9.95381632;0.0
56.12838473;9.95381839;0.0
56.1283836;9.9538204;0.0
56.12838241;9.95382254;0.0
56.12838132;9.95382465;0.0
56.12838006;9.95382698;0.0
56.12837884;9.95382924;0.0
56.12837753;9.95383166;0.0
56.12837637;9.95383413;0.0
56.12837503;9.95383665;0.0
56.12837374;9.95383908;0.0
56.12837236;9.95384169;0.0
56.12837102;9.95384416;0.0
56.12836957;9.95384668;0.0
56.12836818;9.95384911;0.0
56.12836672;9.95385166;0.0
56.12836535;9.95385404;0.0
56.1283638;9.95385639;0.0
56.12836245;9.95385868;0.0
56.12836103;9.95386105;0.0
56.1283597;9.95386327;0.0
56.12835826;9.95386567;0.0
56.12835689;9.95386787;0.0
56.12835534;9.95387016;0.0
56.12835388;9.95387235;0.0
56.12835226;9.9538747;0.0
56.12835082;9.95387689;0.0
56.12834929;9.9538792;0.0
56.12834778;9.95388141;0.0
56.1283461;9.95388374;0.0
56.12834451;9.95388598;0.0
56.12834278;9.95388832;0.0
56.12834108;9.95389058;0.0
56.12833924;9.95389299;0.0
56.12833746;9.95389536;0.0
56.12833563;9.95389756;0.0
56.12833389;9.95389965;0.0
56.12833208;9.95390185;0.0
56.12833041;9.95390376;0.0
56.12832854;9.9539059;0.0
56.12832676;9.95390787;0.0
56.1283249;9.95390987;0.0
56.12832315;9.95391156;0.0
56.12832127;9.95391329;0.0
56.12831948;9.95391484;0.0
56.12831757;9.95391638;0.0
56.12831576;9.95391772;0.0
56.12831374;9.95391898;0.0
56.12831188;9.95392004;0.0
56.12830987;9.953921;0.0
56.12830793;9.95392176;0.0
56.12830579;9.95392228;0.0
56.1283038;9.95392273;0.0
56.12830167;9.95392303;0.0
56.12829958;9.9539231;0.0
56.12829732;9.95392286;0.0
56.12829512;9.95392247;0.0
56.12829277;9.95392185;0.0
56.12829051;9.95392103;0.0
56.12828807;9.95391993;0.0
56.12828575;9.9539187;0.0
56.12828328;9.95391721;0.0
56.12828092;9.95391563;0.0
56.12827845;9.95391378;0.0
56.1282761;9.95391186;0.0
56.12827349;9.95390963;0.0
56.12827099;9.95390735;0.0
56.12826835;9.9539048;0.0
56.12826567;9.95390231;0.0
56.12826293;9.95389935;0.0
56.12826033;9.95389636;0.0
56.12825762;9.953893;0.0
56.12825512;9.95388965;0.0
56.12825234;9.95388603;0.0
56.12824966;9.95388246;0.0
56.12824681;9.95387856;0.0
56.12824404;9.95387469;0.0
56.12824111;9.95387061;0.0
56.12823828;9.95386661;0.0
56.12823529;9.95386226;0.288
56.12823249;9.95385807;0.0
56.12822955;9.95385352;0.0
56.12822695;9.95384945;0.0
56.12822443;9.95384545;0.0
56.1282223;9.95384203;0.0
56.12822053;9.95383894;0.0
56.12821902;9.95383648;0.0
56.12821778;9.95383444;0.0
56.12821689;9.95383295;0.0
56.12821632;9.95383187;0.0
56.12821581;9.95383106;0.0
